city,place_id,place,category,rating,description,phone,sites,price,travel1,travel2,travel3,travel4,images
Bondowoso,1109,Black Lava Plalangan,Wisata Alam,4.2,"Bondowoso is a regency in East Java known for its beautiful natural landscapes. One of its most famous attractions is the Black Lava Plalangan, a volcanic area with unique black lava formations.",,,$,,,,,
Bondowoso,1110,Patirana P28,Wisata Alam,4.8,"Patirana P28 is a stunning natural tourist spot located in Bondowoso, offering beautiful panoramic views and a refreshing atmosphere. It is perfect for those seeking a peaceful escape from the hustle and bustle of the city.",,,$,,,,,
Bondowoso,1111,Pemandian Air Panas Blawan,Wisata Alam,4.1,"Blawan Hot Spring is a natural hot spring located in Bondowoso, East Java, known for its picturesque surroundings and healing properties. Visitors can relax in the warm waters and enjoy the stunning views of the surrounding mountains.",,,$,,,,,
Bondowoso,1112,Pemandangan Arak Arak,Wisata Alam,4.3,"Bondowoso is a regency located in East Java, Indonesia. Arak Arak scenic spot offers stunning views of lush greenery and a peaceful atmosphere.",,,$,,,,,
Bondowoso,1113,Pendakian Gunung Raung,Wisata Alam,5.0,"Bondowoso is a regency in East Java known for its challenging trek to hike Mount Raung, a popular destination for outdoor enthusiasts seeking stunning panoramic views.",,,$$,,,,,
Bondowoso,1114,Perkebunan Kopi Arabica,Wisata Alam,4.5,"Bondowoso is a regency known for its beautiful Arabica coffee plantations, providing a picturesque and tranquil setting for visitors to enjoy the natural beauty of the region.",,,$,,,,,
Bondowoso,1115,Puncak Megasari,Wisata Alam,4.7,"Puncak Megasari is a beautiful hilltop in Bondowoso, offering breathtaking views of lush green landscapes and surrounding mountains. It is a perfect spot for nature lovers and hikers looking for tranquility and relaxation.",,,$,,,,,
Bondowoso,1116,Potreh Koning,Wisata Alam,4.6,"Potreh Koning located in Bondowoso is a beautiful waterfall surrounded by lush greenery, perfect for nature lovers and adventure seekers. The clear blue water cascading down the rocks creates a peaceful and serene atmosphere for visitors to enjoy.",,,$,,,,,
Bondowoso,1117,River Tubing Tlogosari,Wisata Alam,4.8,"Bondowoso is a regency located in East Java, Indonesia. River Tubing Tlogosari is a popular water tubing destination where visitors can enjoy a thrilling adventure floating down the river surrounded by lush nature.",08121645267,,$$$,,,,,
Bondowoso,1118,Guest House Jampit,Wisata Alam,4.8,Bondowoso is a regency in East Java known for its stunning natural beauty. Guest House Jampit offers a peaceful retreat surrounded by lush green tea plantations.,085259595955,,$,,,,,
Bondowoso,1119,Pemandian Al Amin,Wisata Bahari,4.4,"Pemandian Al Amin located in Bondowoso, offers a natural hot spring surrounded by lush greenery, perfect for relaxation and rejuvenation.",082332576601,,$,,,,,
Bondowoso,1120,Pemandian Air Panas Blawan,Wisata Alam,4.2,"Blawan Hot Spring is a natural hot spring located in Bondowoso, East Java, known for its picturesque surroundings and healing properties. Visitors can relax in the warm waters and enjoy the stunning views of the surrounding mountains.",,,$,,,,,
Bondowoso,1121,Pemandian Tasnan Baru,Wisata Alam,4.6,"Bondowoso is a town located in East Java, Indonesia. Pemandian Tasnan Baru is a natural hot spring pool where visitors can relax and enjoy the healing properties of the warm mineral water.",,,$,,,,,
Bondowoso,1122,Pemandian Renang Karisma,Taman Hiburan,4.2,"Pemandian Renang Karisma berlokasi di Bondowoso, menawarkan kolam renang alami yang indah dengan air yang jernih dan sejuk. Tempat ini cocok untuk refreshing dan bersantai bersama keluarga atau teman.",,,$,,,,,
Bondowoso,1123,Pemandian Kelapa Gading,Wisata Alam,4.7,"Pemandian Kelapa Gading, Bondowoso is a natural hot spring surrounded by coconut trees, offering a relaxing and rejuvenating experience for visitors.",,,$,,,,,
Bondowoso,1124,Pemandian WOW Putra Demang,Wisata Alam,4.6,"Bondowoso is a regency located in East Java, famous for its natural beauty and cultural heritage. WOW Putra Demang is a popular hot spring destination in Bondowoso, known for its relaxing and therapeutic mineral-rich waters.",085231879871,,$,,,,,
Bondowoso,1125,Pusat Informasi Megalitik Bondowoso,Budaya,4.1,Bondowoso is a region in East Java known for its Megalithic sites. The Information Center in Bondowoso provides insights into the historical and cultural significance of these ancient monuments.,085748484855,,$,,,,,
Bondowoso,1126,Kebun Raya Silvopastura Sumber Salak,Wisata Alam,4.4,"Kebun Raya Silvopastura Sumber Salak is a beautiful botanical garden located in Bondowoso, it offers a unique combination of vegetation and pasture for visitors to explore. It is a perfect place for nature lovers to enjoy a peaceful and scenic environment while learning about various plant species.",,,$,,,,,
Bondowoso,1127,Rest Area Saung Naga,Wisata Alam,4.2,"Rest Area Saung Naga is a peaceful rest area with a traditional dragon-themed pavilion located in Bondowoso, perfect for visitors to relax and enjoy the beautiful natural surroundings.",,,$,,,,,
Bondowoso,1128,Wisata Bukit Luwih,Wisata Alam,4.7,"Bukit Luwih in Bondowoso offers a picturesque hill with stunning views of lush greenery, perfect for nature enthusiasts and photography lovers. It is a peaceful spot to unwind and enjoy the beauty of nature.",085258356574,,$,,,,,
Bondowoso,1129,Wisata Desa Agrapana,Wisata Alam,4.5,"Located in Bondowoso, Desa Agrapana offers a peaceful village atmosphere with beautiful natural landscapes and traditional Javanese culture. Enjoy the serene countryside views and experience the warm hospitality of the locals.",,,$,,,,,
Bondowoso,1130,Wisata Desa Kave Melok,Wisata Alam,4.2,"Located in Bondowoso, Desa Kave Melok offers a unique experience of exploring underground caves and serene natural surroundings. Perfect for adventure seekers and nature lovers.",085600600693,,$,,,,,
Bondowoso,1131,Sky Garden Wonoboyo,Taman Hiburan,4.4,"Bondowoso is a charming town located in East Java, known for its beautiful natural landscapes and friendly locals. Sky Garden Wonoboyo is a popular tourist destination in Bondowoso, offering stunning views of the surrounding mountains and lush greenery.",,,$,,,,,
Bondowoso,1132,Wisata Rumah Selfie Penambangan,Wisata Alam,4.8,Bondowoso is a regency in East Java known for its unique Selfie House attraction located in a former mining site. Visitors can explore the themed rooms and take creative photos in this Instagrammable spot.,,,$,,,,,
Bondowoso,1133,Batik Sumbersari / The Waroeng,Budaya,4.1,"Batik Sumbersari is a unique batik workshop located in Bondowoso, offering a wide variety of traditional Indonesian batik products. The Waroeng is a charming restaurant in Bondowoso, serving delicious local cuisine in a cozy atmosphere.",08123452157,,$,,,,,
Bondowoso,1134,Goa Bhuto Sumber Wringin,Wisata Alam,4.1,"Bondowoso is a regency located in East Java, Indonesia, known for its natural beauty and cultural heritage. Goa Bhuto Sumber Wringin is a cave located in the region, famous for its mystical atmosphere and stunning rock formations.",,,$,,,,,
Bondowoso,1135,Museum Kereta Api Bondowoso,Budaya,4.8,"Museum Kereta Api Bondowoso terletak di Bondowoso, Jawa Timur, menyajikan koleksi bersejarah dan interaktif yang menjelaskan perkembangan transportasi kereta api di Indonesia.",031797654,http://kai.id/,$,,,,,
Bondowoso,1136,Padepokan Seni Gema Buana,Budaya,4.5,"Padepokan Seni Gema Buana is a cultural art center located in Bondowoso, offering various traditional arts performances and workshops. Visitors can immerse themselves in the rich cultural heritage of Indonesia while enjoying the vibrant performances and activities.",085259740877,,$,,,,,
Gresik,1137,Air Terjun Kuduk-Kuduk,Wisata Alam,4.1,"Air Terjun Kuduk-Kuduk located in Gresik, East Java, is a stunning natural waterfall surrounded by lush greenery, perfect for relaxation and outdoor adventures.",,,$,,,,,
Gresik,1138,Air Terjun Laccar,Wisata Alam,4.4,"Air Terjun Laccar is located in Gresik regency. It is a beautiful waterfall surrounded by lush greenery, perfect for nature lovers and adventure seekers.",,,$,,,,,
Gresik,1139,Air Terjun Teluk Jati Lawang,Wisata Alam,4.7,"Air Terjun Teluk Jati Lawang located in Gresik is a beautiful waterfall surrounded by lush greenery, perfect for nature enthusiasts and adventure seekers.",,,$,,,,,
Gresik,1140,Bukit Surowiti,Wisata Alam,4.8,"Bukit Surowiti is a popular hill in Gresik offering stunning panoramic views of the surrounding area. Visitors can enjoy activities such as hiking, picnicking, and taking in the beautiful sunset.",,,$,,,,,
Gresik,1141,Danau Kastoba,Wisata Alam,4.4,"Gresik is a regency located in East Java, Indonesia. Danau Kastoba is a beautiful lake located in Gresik, offering a serene atmosphere and stunning views of the surrounding nature.",0313975454,,$,,,,,
Gresik,1142,Mangrove Hijau Daun,Wisata Alam,4.1,"Mangrove Green Leaf is a beautiful mangrove conservation area located in Gresik, offering a peaceful escape into nature with lush greenery and diverse wildlife.",,,$,,,,,
Gresik,1143,Muara Bengawan Solo,Wisata Bahari,4.6,Muara Bengawan Solo is a popular tourist destination in Gresik known for its beautiful sunset views and fresh seafood restaurants along the river. Visitors can also enjoy boat rides along the river and explore the nearby mangrove forest.,,,$,,,,,
Gresik,1144,Pasir Putih Sukakoneng,Wisata Alam,4.0,"Pasir Putih Sukakoneng is a pristine white sandy beach located in Gresik, offering clear blue waters for visitors to relax and enjoy a peaceful atmosphere. The beach is surrounded by lush greenery, providing a perfect spot for picnics and water activities.",,,$,,,,,
Gresik,1145,Pulau Cina,Wisata Alam,4.8,"Pulau Cina terletak di Gresik, menawarkan pantai indah dengan air jernih dan berbagai aktivitas air seperti snorkeling dan diving.",,,$,,,,,
Gresik,1146,Pulau Gili,Wisata Bahari,4.3,"Pulau Gili di Gresik adalah destinasi wisata yang indah dengan pantai berpasir putih dan air laut yang jernih, cocok untuk bersantai dan snorkeling. (Gili Island in Gresik is a beautiful tourist destination with white sandy beaches and clear waters, perfect for relaxing and snorkeling.)",,,$,,,,,
Gresik,1147,Pulau Gili Barat,Wisata Bahari,4.1,"Pulau Gili Barat is a beautiful island located in Gresik, offering pristine beaches and crystal-clear waters for visitors to enjoy. It is a perfect destination for those seeking relaxation and tranquility in a tropical paradise.",,,$,,,,,
Gresik,1148,Pulau Noko Selayar,Wisata Bahari,4.8,"Pulau Noko Selayar is a small island located in Gresik, Indonesia. It is a popular destination for snorkeling and diving, offering crystal-clear waters and diverse marine life.",,,$,,,,,
Gresik,1149,Pulau Noko Gili,Wisata Bahari,4.4,"Pulau Noko Gili is a small island located in Gresik, known for its crystal-clear waters and stunning coral reefs, making it a popular destination for snorkeling and diving enthusiasts. The island is also home to white sandy beaches and lush greenery, offering a peaceful getaway for visitors.",,,$,,,,,
Gresik,1150,Pulau Selayar,Wisata Bahari,4.8,"Pulau Selayar is a beautiful island located in Gresik, offering pristine beaches and crystal clear waters for visitors to enjoy. It is perfect for snorkeling, diving, and relaxing by the sea.",,,$,,,,,
Gresik,1151,Tanjung Geen,Wisata Alam,4.4,Tanjung Geen in Gresik is a beautiful coastal area known for its stunning sunsets and calm sea breeze. The tranquil atmosphere and scenic views make Tanjung Geen a perfect spot for relaxation and enjoying nature.,,,$,,,,,
Gresik,1152,Wisata Alam Gosari,Wisata Alam,4.4,"Gosari Natural Tourism is a beautiful natural attraction located in Gresik, offering stunning green landscapes and tranquil surroundings.",085859046576,https://www.facebook.com/JangkarMudaGosari/,$,,,,,
Gresik,1153,Wisata Banyubiru Lowayu,Wisata Alam,4.6,"Banyubiru Lowayu is a beautiful and serene tourist spot located in Gresik, offering breathtaking views and a peaceful atmosphere. Perfect for those seeking relaxation and tranquility.",,,$,,,,,
Gresik,1154,Bale Keling,Budaya,4.6,Bale Keling is a traditional house in Gresik that showcases the culture and architecture of the local Javanese community. Visitors can learn about the history and lifestyle of the people while exploring the beautifully preserved building.,081357352090,,$,,,,,
Jember,1155,Pantai Tanjung Papuma,Wisata Alam,4.3,"Tanjung Papuma Beach is a stunning hidden gem in Jember, boasting white sand, crystal-clear waters, and captivating rock formations. Perfect for a relaxing day by the sea or enjoying a beautiful sunset view.",,http://www.tanjungpapuma.com/,$$,,,,,
Jember,1156,Pantai Watu Ulo,Wisata Bahari,4.2,"Located in Jember, Pantai Watu Ulo is a beautiful beach with turquoise waters and golden sandy shores, perfect for swimming and sunbathing. The beach is also famous for its unique rock formations and stunning sunsets.",,,$,,,,,
Jember,1157,Dira Park,Taman Hiburan,4.9,"Located in Jember, Dira Park is a beautiful recreational park with lush greenery, a lake, and a variety of fun activities for visitors to enjoy. It is a popular destination for families and nature lovers looking for a peaceful retreat.",0336885687,,$$,,,,,
Jember,1158,Golf Glantangan,Taman Hiburan,4.4,"Jember is a regency located in East Java, Indonesia known for its beautiful golf course, Glantangan Golf. It offers stunning views of lush greenery and challenging holes for golf enthusiasts.",,,$$$,,,,,
Jember,1159,Happy Fun,Taman Hiburan,4.2,"Located in Jember, Happy Fun is a popular tourist destination known for its exciting and enjoyable recreational activities for all ages. Visitors can enjoy a variety of fun rides, games, and entertainment options in a vibrant and lively atmosphere.",082136495569,,$$,,,,,
Jember,1160,Kampung Wisata Belajar Tanoker,Taman Hiburan,4.7,"Kampung Wisata Belajar Tanoker in Jember is a cultural village offering various educational activities and experiences for visitors to learn about local traditions and customs. Visitors can participate in workshops, classes, and guided tours to immerse themselves in the culture of Jember.",0331592099,,$,,,,,
Jember,1161,Mumbul Garden,Taman Hiburan,4.8,"Mumbul Garden is a beautiful botanical garden located in Jember, East Java, showcasing various plant species and providing a peaceful escape from the city.",,,$,,,,,
